market_id,slug,question,description,yes_token_id,mid,best_bid,best_ask,spread,liquidity,volume,end_date,book_source,event_date,days_to_resolution
0x65307f30dce84ac35e41813035d3c04933da830dc4efbbb2fcdc4b282700ef3b,will-south-korea-win-the-2026-fifa-world-cup-485,Will South Korea win the 2026 FIFA World Cup?,"This market will resolve according to the national team that wins the 2026 FIFA World Cup.

If at any point it becomes impossible for this team to win the FIFA World Cup based on the rules of FIFA (e.g., they are eliminated in the knockout stage), this market will resolve immediately to “No”.

If the 2026 FIFA World Cup is permanently canceled or has not been completed by October 13, 2026, 11:59 PM this market will resolve to “Other”.

The primary resolution source will be official information from FIFA, however, a consensus of credible reporting may also be used.",80724786407275266937534613008558715581084712230616856739273522348302669402554,0.0045000000000000005,0.004,0.005,0.001,1522854.88983,12927800.373372171,2026-07-20T00:00:00Z,rest:GET,2026-07-20 00:00:00,114.0
0x233ce0c3969a5cd5079287f16fcd283be7c1db82263e08697f85dbe1b4d2113c,will-south-africa-win-the-2026-fifa-world-cup,Will South Africa win the 2026 FIFA World Cup?,"This market will resolve according to the national team that wins the 2026 FIFA World Cup.

If at any point it becomes impossible for this team to win the FIFA World Cup based on the rules of FIFA (e.g., they are eliminated in the knockout stage), this market will resolve immediately to “No”.

If the 2026 FIFA World Cup is permanently canceled or has not been completed by October 13, 2026, 11:59 PM this market will resolve to “Other”.

The primary resolution source will be official information from FIFA, however, a consensus of credible reporting may also be used.",29544965695734183971376022965555206180154533479443150154863135205600734339980,0.0025,0.002,0.003,0.001,1515542.28638,18792376.05943766,2026-07-20T00:00:00Z,rest:GET,2026-07-20 00:00:00,114.0
0x84edef36bded182da6a395ac6c785dba8f3e09b6c5ad041385b2042536cbef25,will-iran-win-the-2026-fifa-world-cup-788,Will Iran win the 2026 FIFA World Cup?,"This market will resolve according to the national team that wins the 2026 FIFA World Cup.

If at any point it becomes impossible for this team to win the FIFA World Cup based on the rules of FIFA (e.g., they are eliminated in the knockout stage), this market will resolve immediately to “No”.

If the 2026 FIFA World Cup is permanently canceled or has not been completed by October 13, 2026, 11:59 PM this market will resolve to “Other”.

The primary resolution source will be official information from FIFA, however, a consensus of credible reporting may also be used.",33747305042007778221968790541070114008811587676172030120559423448386310500957,0.0015,0.001,0.002,0.001,1504507.89982,10873016.499823164,2026-07-20T00:00:00Z,rest:GET,2026-07-20 00:00:00,114.0
0xff0cfa9506cfa95759e4c7591654195bd26e3011f9882b51439135e04f2b69f1,will-tunisia-win-the-2026-fifa-world-cup-165,Will Tunisia win the 2026 FIFA World Cup?,"This market will resolve according to the national team that wins the 2026 FIFA World Cup.

If at any point it becomes impossible for this team to win the FIFA World Cup based on the rules of FIFA (e.g., they are eliminated in the knockout stage), this market will resolve immediately to “No”.

If the 2026 FIFA World Cup is permanently canceled or has not been completed by October 13, 2026, 11:59 PM this market will resolve to “Other”.

The primary resolution source will be official information from FIFA, however, a consensus of credible reporting may also be used.",86035858416252385053603758548087253570549129844230230783932738372075949702177,0.0035,0.003,0.004,0.001,1499344.85869,10417612.09348928,2026-07-20T00:00:00Z,rest:GET,2026-07-20 00:00:00,114.0
0x965ebc5d79eb1ec02cad67245a44b9e45b33359018f013fb6cf81d5bbf7bcc8d,will-uzbekistan-win-the-2026-fifa-world-cup-773,Will Uzbekistan win the 2026 FIFA World Cup?,"This market will resolve according to the national team that wins the 2026 FIFA World Cup.

If at any point it becomes impossible for this team to win the FIFA World Cup based on the rules of FIFA (e.g., they are eliminated in the knockout stage), this market will resolve immediately to “No”.

If the 2026 FIFA World Cup is permanently canceled or has not been completed by October 13, 2026, 11:59 PM this market will resolve to “Other”.

The primary resolution source will be official information from FIFA, however, a consensus of credible reporting may also be used.",90538013438399246674125939147272424357773921253199632436930218305581040235987,0.0015,0.001,0.002,0.001,1431375.20224,25961539.530532055,2026-07-20T00:00:00Z,rest:GET,2026-07-20 00:00:00,114.0
0x9e5f9d8c384f8fe368b195fa9a780be58643dff7360588a4e577012df8af00a7,will-new-zealand-win-the-2026-fifa-world-cup-635,Will New Zealand win the 2026 FIFA World Cup?,"This market will resolve according to the national team that wins the 2026 FIFA World Cup.

If at any point it becomes impossible for this team to win the FIFA World Cup based on the rules of FIFA (e.g., they are eliminated in the knockout stage), this market will resolve immediately to “No”.

If the 2026 FIFA World Cup is permanently canceled or has not been completed by October 13, 2026, 11:59 PM this market will resolve to “Other”.

The primary resolution source will be official information from FIFA, however, a consensus of credible reporting may also be used.",79609298644734030886284029462369514848707878622071495577618126141372199748974,0.0015,0.001,0.002,0.001,1423459.26475,14952622.07034129,2026-07-20T00:00:00Z,rest:GET,2026-07-20 00:00:00,114.0
0x67443cb1ffb2bf180f7df5b6ca7adff63f7e8e933c7e41405ba118f3e9f8befb,will-canada-win-the-2026-fifa-world-cup-755,Will Canada win the 2026 FIFA World Cup?,"This market will resolve according to the national team that wins the 2026 FIFA World Cup.

If at any point it becomes impossible for this team to win the FIFA World Cup based on the rules of FIFA (e.g., they are eliminated in the knockout stage), this market will resolve immediately to “No”.

If the 2026 FIFA World Cup is permanently canceled or has not been completed by October 13, 2026, 11:59 PM this market will resolve to “Other”.

The primary resolution source will be official information from FIFA, however, a consensus of credible reporting may also be used.",99303605181956827630838461879484468077121754034387765735989859308848389894408,0.0055,0.005,0.006,0.001,1417222.0729,11281540.041716857,2026-07-20T00:00:00Z,rest:GET,2026-07-20 00:00:00,114.0
0x375409bc5eeeff961e82b479caeccc20f33d15738e5bce1186d628aa3d9dfb1f,will-england-win-the-2026-fifa-world-cup-937,Will England win the 2026 FIFA World Cup?,"This market will resolve according to the national team that wins the 2026 FIFA World Cup.

If at any point it becomes impossible for this team to win the FIFA World Cup based on the rules of FIFA (e.g., they are eliminated in the knockout stage), this market will resolve immediately to “No”.

If the 2026 FIFA World Cup is permanently canceled or has not been completed by October 13, 2026, 11:59 PM this market will resolve to “Other”.

The primary resolution source will be official information from FIFA, however, a consensus of credible reporting may also be used.",115556263888245616435851357148058235707004733438163639091106356867234218207169,0.1275,0.127,0.128,0.0010000000000000009,1333931.11156,6439592.187395859,2026-07-20T00:00:00Z,rest:GET,2026-07-20 00:00:00,114.0
0x5a59d269c2b5108cd2f64c624e46ee2c8b5cfd88b882582565f927918315b6aa,will-algeria-win-the-2026-fifa-world-cup,Will Algeria win the 2026 FIFA World Cup?,"This market will resolve according to the national team that wins the 2026 FIFA World Cup.

If at any point it becomes impossible for this team to win the FIFA World Cup based on the rules of FIFA (e.g., they are eliminated in the knockout stage), this market will resolve immediately to “No”.

If the 2026 FIFA World Cup is permanently canceled or has not been completed by October 13, 2026, 11:59 PM this market will resolve to “Other”.

The primary resolution source will be official information from FIFA, however, a consensus of credible reporting may also be used.",58392024727359233794992635293106675983094683080284912908526627785964160484939,0.0035,0.003,0.004,0.001,1330869.12085,9889827.602385946,2026-07-20T00:00:00Z,rest:GET,2026-07-20 00:00:00,114.0
0xf950740bc71136155d6525cc0528a582c81f88812bff227803190c32ca25f54d,will-scotland-win-the-2026-fifa-world-cup,Will Scotland win the 2026 FIFA World Cup?,"This market will resolve according to the national team that wins the 2026 FIFA World Cup.

If at any point it becomes impossible for this team to win the FIFA World Cup based on the rules of FIFA (e.g., they are eliminated in the knockout stage), this market will resolve immediately to “No”.

If the 2026 FIFA World Cup is permanently canceled or has not been completed by October 13, 2026, 11:59 PM this market will resolve to “Other”.

The primary resolution source will be official information from FIFA, however, a consensus of credible reporting may also be used.",105252206997885252352889070218074909957179496257006510170583432513037465278006,0.0035,0.003,0.004,0.001,1298202.83873,10496453.560200095,2026-07-20T00:00:00Z,rest:GET,2026-07-20 00:00:00,114.0
0x7876851632c295043c66536150a304cb785abdf712ba8489d298c6e6926be106,will-uruguay-win-the-2026-fifa-world-cup-932,Will Uruguay win the 2026 FIFA World Cup?,"This market will resolve according to the national team that wins the 2026 FIFA World Cup.

If at any point it becomes impossible for this team to win the FIFA World Cup based on the rules of FIFA (e.g., they are eliminated in the knockout stage), this market will resolve immediately to “No”.

If the 2026 FIFA World Cup is permanently canceled or has not been completed by October 13, 2026, 11:59 PM this market will resolve to “Other”.

The primary resolution source will be official information from FIFA, however, a consensus of credible reporting may also be used.",97239126062673310243763617236644392945530356142765650402171508075574679292913,0.0135,0.013,0.014,0.0010000000000000009,1278928.76907,7213992.809596985,2026-07-20T00:00:00Z,rest:GET,2026-07-20 00:00:00,114.0
0x3fb8a8de2ac275882d72b2c4f22d41776fcf033f9e413a77a84dd395c0d5257c,will-saudi-arabia-win-the-2026-fifa-world-cup,Will Saudi Arabia win the 2026 FIFA World Cup?,"This market will resolve according to the national team that wins the 2026 FIFA World Cup.

If at any point it becomes impossible for this team to win the FIFA World Cup based on the rules of FIFA (e.g., they are eliminated in the knockout stage), this market will resolve immediately to “No”.

If the 2026 FIFA World Cup is permanently canceled or has not been completed by October 13, 2026, 11:59 PM this market will resolve to “Other”.

The primary resolution source will be official information from FIFA, however, a consensus of credible reporting may also be used.",23542782083949026234898323432000742558288032327930681121040136746492993951914,0.0035,0.003,0.004,0.001,1251913.70762,16992779.25165852,2026-07-20T00:00:00Z,rest:GET,2026-07-20 00:00:00,114.0
0xfe230d510eaf545198c0d62bb17871e5fe8989f1b19aa54c0c062b858360987c,will-austria-win-the-2026-fifa-world-cup,Will Austria win the 2026 FIFA World Cup?,"This market will resolve according to the national team that wins the 2026 FIFA World Cup.

If at any point it becomes impossible for this team to win the FIFA World Cup based on the rules of FIFA (e.g., they are eliminated in the knockout stage), this market will resolve immediately to “No”.

If the 2026 FIFA World Cup is permanently canceled or has not been completed by October 13, 2026, 11:59 PM this market will resolve to “Other”.

The primary resolution source will be official information from FIFA, however, a consensus of credible reporting may also be used.",88168215299416146215691671077998911754346458567817860712850392736799004561327,0.0055,0.005,0.006,0.001,1248378.57189,9572270.305762265,2026-07-20T00:00:00Z,rest:GET,2026-07-20 00:00:00,114.0
0x9b6fef249040fd17e9c107955b37ac2c3e923509b6b0ff01cc463a331ddeb894,will-france-win-the-2026-fifa-world-cup-924,Will France win the 2026 FIFA World Cup?,"This market will resolve according to the national team that wins the 2026 FIFA World Cup.

If at any point it becomes impossible for this team to win the FIFA World Cup based on the rules of FIFA (e.g., they are eliminated in the knockout stage), this market will resolve immediately to “No”.

If the 2026 FIFA World Cup is permanently canceled or has not been completed by October 13, 2026, 11:59 PM this market will resolve to “Other”.

The primary resolution source will be official information from FIFA, however, a consensus of credible reporting may also be used.",108233603819467706476318984012158651931658302669301887462181073562758483842092,0.1085,0.108,0.109,0.0010000000000000009,1199261.75644,4048776.309097938,2026-07-20T00:00:00Z,rest:GET,2026-07-20 00:00:00,114.0
0x7976b8dbacf9077eb1453a62bcefd6ab2df199acd28aad276ff0d920d6992892,will-spain-win-the-2026-fifa-world-cup-963,Will Spain win the 2026 FIFA World Cup?,"This market will resolve according to the national team that wins the 2026 FIFA World Cup.

If at any point it becomes impossible for this team to win the FIFA World Cup based on the rules of FIFA (e.g., they are eliminated in the knockout stage), this market will resolve immediately to “No”.

If the 2026 FIFA World Cup is permanently canceled or has not been completed by October 13, 2026, 11:59 PM this market will resolve to “Other”.

The primary resolution source will be official information from FIFA, however, a consensus of credible reporting may also be used.",4394372887385518214471608448209527405727552777602031099972143344338178308080,0.1575,0.157,0.158,0.0010000000000000009,1162967.7254,5170337.406707054,2026-07-20T00:00:00Z,rest:GET,2026-07-20 00:00:00,114.0
0xfbf7ab9e6b6d324ffe436bab8c7a1e10aeb8200e10c1e1dbb35d2959becebc1e,will-the-golden-state-warriors-win-the-2026-nba-finals,Will the Golden State Warriors win the 2026 NBA Finals?,"This market will resolve to “Yes” if the Golden State Warriors win the 2026 NBA Finals. Otherwise, this market will resolve to “No”.

This market will resolve to “No” if it becomes impossible for this team to win the 2026 NBA Finals based off the rules of the NBA.

The resolution source for this market will be information from the NBA.",24562451406833903239172268319519891863383297300349256425313284172658771272863,0.0035,0.003,0.004,0.001,1110842.17299,8170857.182659935,2026-07-01T00:00:00Z,rest:GET,2026-07-01 00:00:00,95.0
0x6972edb1b3f8cd8192651a665fc424dff846efe1c4a2376f628d4b20c704144c,will-senegal-win-the-2026-fifa-world-cup,Will Senegal win the 2026 FIFA World Cup?,"This market will resolve according to the national team that wins the 2026 FIFA World Cup.

If at any point it becomes impossible for this team to win the FIFA World Cup based on the rules of FIFA (e.g., they are eliminated in the knockout stage), this market will resolve immediately to “No”.

If the 2026 FIFA World Cup is permanently canceled or has not been completed by October 13, 2026, 11:59 PM this market will resolve to “Other”.

The primary resolution source will be official information from FIFA, however, a consensus of credible reporting may also be used.",32169302633723235235251659810064817019484855501133685217130365128535248672349,0.0075,0.007,0.008,0.001,1079667.55672,8023606.389227388,2026-07-20T00:00:00Z,rest:GET,2026-07-20 00:00:00,114.0
0xbaf7780f9059e34b84301fd411f8dc573b4d56adfe6e0cda33daf304b1438da4,will-ecuador-win-the-2026-fifa-world-cup-986,Will Ecuador win the 2026 FIFA World Cup?,"This market will resolve according to the national team that wins the 2026 FIFA World Cup.

If at any point it becomes impossible for this team to win the FIFA World Cup based on the rules of FIFA (e.g., they are eliminated in the knockout stage), this market will resolve immediately to “No”.

If the 2026 FIFA World Cup is permanently canceled or has not been completed by October 13, 2026, 11:59 PM this market will resolve to “Other”.

The primary resolution source will be official information from FIFA, however, a consensus of credible reporting may also be used.",39971087496427056640429359043364261029374524049464674733142166279730655826181,0.0085,0.008,0.009,0.0009999999999999992,1041641.63288,8672395.463173881,2026-07-20T00:00:00Z,rest:GET,2026-07-20 00:00:00,114.0
0x6331a779482df72d904c3c1e12b6409ff836bc06f8c97945cba9b25ada2c605c,will-the-portland-trail-blazers-win-the-2026-nba-finals,Will the Portland Trail Blazers win the 2026 NBA Finals?,"This market will resolve to “Yes” if the Portland Trail Blazers win the 2026 NBA Finals. Otherwise, this market will resolve to “No”.

This market will resolve to “No” if it becomes impossible for this team to win the 2026 NBA Finals based off the rules of the NBA.

The resolution source for this market will be information from the NBA.",82402823484466457361170410951601106261368113664328436062375970009969959380598,0.0035,0.003,0.004,0.001,1016904.56406,14797735.316838594,2026-07-01T00:00:00Z,rest:GET,2026-07-01 00:00:00,95.0
0x32b09f6390252b37d674501527e709016d55581b2c1e544bd4b8167f5f732f4c,will-jesus-christ-return-before-gta-vi-665,Will Jesus Christ return before GTA VI?,"This market will resolve to ""Yes"" if The Second Coming of Jesus Christ occurs before Grand Theft Auto VI is officially released in the US. Otherwise, this market will resolve to ""No"".

If neither occurs by July 31, 2026, 11:59 PM ET, this market will resolve to 50-50.

For the purposes of this market, ""release"" refers to the game becoming publicly available for purchase or download in the US. Early access, beta versions, other forms of pre-release availability, or leaks will not count as an official release. If the release is only for certain consoles (e.g. Xbox Series X/S) it will count.

The resolution source for the release of GTA VI is official information from Rockstar Games or its parent company, Take-Two Interactive.

The resolution source for the return of Jesus will be a consensus of credible sources.",90435811253665578014957380826505992530054077692143838383981805324273750424057,0.485,0.48,0.49,0.010000000000000009,763993.1586,10342016.275755065,2026-07-31T12:00:00Z,rest:GET,2026-07-31 12:00:00,125.0
0x0c4cd2055d6ea89354ffddc55d6dbcef9355748112ea952fc925f3db6a5c457f,will-argentina-win-the-2026-fifa-world-cup-245,Will Argentina win the 2026 FIFA World Cup?,"This market will resolve according to the national team that wins the 2026 FIFA World Cup.

If at any point it becomes impossible for this team to win the FIFA World Cup based on the rules of FIFA (e.g., they are eliminated in the knockout stage), this market will resolve immediately to “No”.

If the 2026 FIFA World Cup is permanently canceled or has not been completed by October 13, 2026, 11:59 PM this market will resolve to “Other”.

The primary resolution source will be official information from FIFA, however, a consensus of credible reporting may also be used.",18812649149814341758733697580460697418474693998558159483117100240528657629879,0.0995,0.099,0.1,0.0010000000000000009,758877.4615,6246359.450274018,2026-07-20T00:00:00Z,rest:GET,2026-07-20 00:00:00,114.0
0x30d55d8124ee1e12dabe89201badc45669b81dff69e4ce44d961f32878ec178a,will-brazil-win-the-2026-fifa-world-cup-183,Will Brazil win the 2026 FIFA World Cup?,"This market will resolve according to the national team that wins the 2026 FIFA World Cup.

If at any point it becomes impossible for this team to win the FIFA World Cup based on the rules of FIFA (e.g., they are eliminated in the knockout stage), this market will resolve immediately to “No”.

If the 2026 FIFA World Cup is permanently canceled or has not been completed by October 13, 2026, 11:59 PM this market will resolve to “Other”.

The primary resolution source will be official information from FIFA, however, a consensus of credible reporting may also be used.",27576533317283401577758999384642760405921738493660383550832555714312627457443,0.0865,0.086,0.087,0.0010000000000000009,758396.0328,6356912.8362580035,2026-07-20T00:00:00Z,rest:GET,2026-07-20 00:00:00,114.0
0x0f49db97f71c68b1e42a6d16e3de93d85dbf7d4148e3f018eb79e88554be9f75,will-gavin-newsom-win-the-2028-democratic-presidential-nomination-568,Will Gavin Newsom win the 2028 Democratic presidential nomination?,"This market will resolve to “Yes” if the named individual wins and accepts the 2028 nomination of the Democratic Party for U.S. president. Otherwise, this market will resolve to “No”.

The resolution source for this market will be a consensus of official Democratic Party sources.

Any replacement of the democratic nominee before election day will not change the resolution of the market.",54533043819946592547517511176940999955633860128497669742211153063842200957669,0.243,0.242,0.244,0.0020000000000000018,745070.17344,16342088.202390904,2028-11-07T00:00:00Z,rest:GET,2028-11-07 00:00:00,955.0
0x4405c62496c4fdd275d17ec31567a01534013c518c314ce61bb633b5e7cb6426,will-the-toronto-raptors-win-the-2026-nba-finals,Will the Toronto Raptors win the 2026 NBA Finals?,"This market will resolve to “Yes” if the Toronto Raptors win the 2026 NBA Finals. Otherwise, this market will resolve to “No”.

This market will resolve to “No” if it becomes impossible for this team to win the 2026 NBA Finals based off the rules of the NBA.

The resolution source for this market will be information from the NBA.",111039354521750894925304771773687530394455073318948424656845140321925374032772,0.0055,0.005,0.006,0.001,740748.14161,10280663.56540003,2026-07-01T00:00:00Z,rest:GET,2026-07-01 00:00:00,95.0
0xe99cc59f32b10d23acf196d1a0e8264ea30fca198428acadd3464b06ff60e771,will-colombia-win-the-2026-fifa-world-cup-734,Will Colombia win the 2026 FIFA World Cup?,"This market will resolve according to the national team that wins the 2026 FIFA World Cup.

If at any point it becomes impossible for this team to win the FIFA World Cup based on the rules of FIFA (e.g., they are eliminated in the knockout stage), this market will resolve immediately to “No”.

If the 2026 FIFA World Cup is permanently canceled or has not been completed by October 13, 2026, 11:59 PM this market will resolve to “Other”.

The primary resolution source will be official information from FIFA, however, a consensus of credible reporting may also be used.",98803390175521456712653678280474920637934596234667490983228578374641217211132,0.0165,0.016,0.017,0.0010000000000000009,710811.12832,6861076.555767848,2026-07-20T00:00:00Z,rest:GET,2026-07-20 00:00:00,114.0
0xcdb1f0400949238a63d3e88243d2ada08cd9c2a71985ced9f0cfd5e66354cf90,will-usa-win-the-2026-fifa-world-cup-467,Will USA win the 2026 FIFA World Cup?,"This market will resolve according to the national team that wins the 2026 FIFA World Cup.

If at any point it becomes impossible for this team to win the FIFA World Cup based on the rules of FIFA (e.g., they are eliminated in the knockout stage), this market will resolve immediately to “No”.

If the 2026 FIFA World Cup is permanently canceled or has not been completed by October 13, 2026, 11:59 PM this market will resolve to “Other”.

The primary resolution source will be official information from FIFA, however, a consensus of credible reporting may also be used.",94603648636330087039501304492699481091005420017442244191603206509188088089447,0.016,0.015,0.017,0.0020000000000000018,665234.50753,4588807.878625853,2026-07-20T00:00:00Z,rest:GET,2026-07-20 00:00:00,114.0
0x0189df05ed7bf84d799213b01a79571e305c03b2ac5359cfbb3a323448ba20fa,will-japan-win-the-2026-fifa-world-cup-112,Will Japan win the 2026 FIFA World Cup?,"This market will resolve according to the national team that wins the 2026 FIFA World Cup.

If at any point it becomes impossible for this team to win the FIFA World Cup based on the rules of FIFA (e.g., they are eliminated in the knockout stage), this market will resolve immediately to “No”.

If the 2026 FIFA World Cup is permanently canceled or has not been completed by October 13, 2026, 11:59 PM this market will resolve to “Other”.

The primary resolution source will be official information from FIFA, however, a consensus of credible reporting may also be used.",19159976531313550247579355752030367100657092033093647047491459813592996250034,0.014499999999999999,0.014,0.015,0.0009999999999999992,608624.49062,8487834.801664965,2026-07-20T00:00:00Z,rest:GET,2026-07-20 00:00:00,114.0
